age,job,marital,education,default,balance,housing,loan,subscribe
preold,blue-collar,married,primary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,no,yes,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,unknown,no,soso,yes,no,no
middle,entrepreneur,married,unknown,no,soso,no,yes,no
preold,retired,married,primary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,yes,yes
young,management,single,tertiary,no,soso,yes,no,no
preold,self-employed,married,secondary,no,soso,yes,no,yes
middle,technician,married,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,no,no,no
preold,entrepreneur,married,tertiary,no,soso,no,yes,no
preold,retired,married,secondary,no,soso,no,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,yes,no
young,blue-collar,single,secondary,no,ok,no,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,retired,married,primary,no,soso,no,yes,no
young,services,single,secondary,yes,bad,no,yes,no
preold,blue-collar,married,primary,no,bad,no,no,no
preold,services,married,primary,no,ok,yes,no,no
preold,services,divorced,secondary,no,soso,no,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,services,single,tertiary,no,soso,yes,no,yes
preold,blue-collar,married,secondary,no,soso,no,yes,no
preold,technician,married,secondary,no,soso,yes,yes,yes
preold,admin.,married,secondary,no,soso,yes,yes,no
young,self-employed,single,secondary,no,soso,no,yes,no
preold,admin.,divorced,secondary,no,soso,no,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,no,no,no
middle,entrepreneur,married,tertiary,no,soso,no,no,yes
middle,blue-collar,single,tertiary,no,soso,yes,no,no
middle,self-employed,married,unknown,no,soso,no,no,no
middle,admin.,divorced,tertiary,no,soso,no,yes,no
preold,blue-collar,married,primary,no,soso,yes,yes,no
preold,blue-collar,married,unknown,no,soso,no,yes,no
young,self-employed,single,tertiary,no,soso,yes,no,no
middle,housemaid,single,tertiary,no,soso,no,no,no
preold,technician,married,secondary,no,soso,yes,no,no
preold,management,divorced,tertiary,no,soso,no,no,no
young,technician,single,secondary,no,soso,no,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,good,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,yes,no,no
preold,management,married,unknown,no,soso,no,no,no
middle,technician,single,tertiary,no,bad,yes,no,no
preold,services,married,secondary,no,soso,no,no,no
middle,technician,married,tertiary,no,bad,yes,yes,no
young,blue-collar,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,yes
young,technician,single,tertiary,no,soso,no,no,no
preold,technician,married,secondary,no,soso,no,no,no
middle,self-employed,married,primary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,technician,single,tertiary,no,soso,no,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,no,no,no
middle,management,married,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,housemaid,single,primary,no,soso,no,yes,no
middle,technician,divorced,secondary,no,soso,no,no,no
young,admin.,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,soso,no,no,no
middle,admin.,divorced,secondary,yes,soso,no,no,no
young,services,single,tertiary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
preold,retired,divorced,primary,yes,soso,no,yes,no
preold,entrepreneur,married,unknown,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,technician,married,secondary,yes,soso,no,yes,no
old,technician,single,secondary,no,soso,no,no,no
middle,management,married,tertiary,no,bad,no,no,no
preold,technician,married,secondary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
preold,technician,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,unknown,no,soso,no,no,no
middle,self-employed,married,secondary,no,soso,yes,yes,no
middle,admin.,divorced,secondary,no,soso,no,no,no
preold,retired,divorced,secondary,no,soso,no,no,no
preold,services,married,secondary,no,soso,no,yes,no
preold,management,married,tertiary,no,soso,no,no,no
preold,management,divorced,tertiary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,yes,yes,no
middle,management,single,tertiary,no,soso,no,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
middle,entrepreneur,married,tertiary,no,bad,yes,no,no
young,unemployed,single,tertiary,yes,bad,yes,yes,no
middle,self-employed,single,tertiary,no,soso,yes,no,no
young,admin.,married,secondary,no,soso,no,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
young,services,married,secondary,no,soso,yes,no,no
preold,retired,divorced,primary,no,soso,no,no,no
young,technician,married,secondary,no,soso,yes,yes,no
middle,entrepreneur,married,unknown,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,no,no,no
preold,blue-collar,married,primary,no,soso,yes,no,yes
middle,entrepreneur,married,primary,no,bad,yes,no,no
young,admin.,married,secondary,no,soso,yes,yes,no
middle,entrepreneur,single,secondary,no,soso,no,no,yes
middle,management,married,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,no,no,no
preold,services,married,secondary,no,soso,no,yes,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
preold,entrepreneur,divorced,secondary,no,ok,no,yes,no
preold,retired,married,secondary,no,soso,no,no,no
middle,services,single,secondary,no,soso,no,no,no
middle,blue-collar,married,primary,no,soso,no,no,no
middle,blue-collar,single,primary,yes,bad,yes,no,no
preold,services,divorced,secondary,no,soso,no,no,no
preold,management,divorced,tertiary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,no,no
preold,services,married,secondary,no,bad,yes,no,no
young,technician,single,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
preold,entrepreneur,married,primary,no,soso,no,yes,no
young,entrepreneur,married,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,services,married,unknown,no,soso,no,no,no
young,entrepreneur,divorced,tertiary,no,soso,no,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,no,no,no
middle,housemaid,married,primary,no,bad,yes,no,no
middle,technician,married,tertiary,no,bad,yes,yes,no
preold,housemaid,married,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
preold,entrepreneur,divorced,tertiary,no,soso,yes,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
middle,blue-collar,single,primary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,no,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,technician,married,tertiary,no,soso,no,yes,no
preold,retired,divorced,secondary,no,bad,no,yes,yes
middle,entrepreneur,married,secondary,no,soso,yes,yes,yes
middle,unemployed,single,secondary,no,soso,no,yes,no
young,housemaid,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,yes
young,admin.,single,secondary,no,soso,yes,no,yes
middle,self-employed,married,secondary,no,soso,yes,yes,no
preold,services,married,primary,no,soso,no,yes,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,yes,bad,no,yes,no
preold,services,married,secondary,no,soso,no,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,no,no,no
preold,management,divorced,tertiary,yes,soso,no,no,no
young,management,single,tertiary,no,soso,no,no,no
preold,self-employed,married,secondary,no,soso,no,no,no
middle,technician,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,no,yes,no
young,technician,divorced,secondary,no,soso,yes,no,no
preold,technician,married,primary,no,soso,yes,yes,no
young,blue-collar,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,no,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,yes,no
young,admin.,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
young,entrepreneur,single,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,yes,no
middle,admin.,divorced,secondary,no,soso,no,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,unemployed,married,secondary,no,soso,no,no,no
middle,management,divorced,primary,yes,soso,yes,no,no
young,management,married,tertiary,no,ok,yes,no,no
middle,blue-collar,married,secondary,yes,soso,no,yes,yes
middle,blue-collar,single,secondary,no,bad,yes,yes,no
preold,admin.,single,secondary,no,soso,no,yes,no
middle,blue-collar,married,secondary,no,soso,no,yes,no
preold,blue-collar,married,secondary,no,soso,no,no,no
young,entrepreneur,married,tertiary,no,soso,yes,no,no
middle,services,married,secondary,no,bad,yes,no,no
middle,technician,single,secondary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,yes,yes,no
preold,blue-collar,married,primary,no,soso,no,yes,no
middle,technician,married,secondary,no,soso,yes,yes,no
middle,technician,single,secondary,yes,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,blue-collar,divorced,primary,no,soso,yes,no,no
young,management,married,tertiary,no,soso,yes,no,no
middle,technician,married,tertiary,no,ok,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,yes
young,technician,single,secondary,no,soso,no,no,no
middle,unemployed,married,primary,no,soso,no,no,no
preold,management,married,secondary,no,soso,yes,no,no
middle,technician,single,secondary,no,soso,no,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
preold,self-employed,married,tertiary,no,soso,no,no,no
middle,admin.,single,secondary,no,soso,no,no,no
preold,technician,married,unknown,no,soso,yes,no,no
middle,services,married,secondary,no,bad,yes,yes,no
young,technician,single,secondary,no,soso,yes,no,no
preold,technician,divorced,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,blue-collar,divorced,secondary,no,soso,yes,yes,no
preold,housemaid,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,no,no,no
preold,management,married,tertiary,yes,bad,yes,yes,no
middle,blue-collar,married,unknown,no,soso,no,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,no,yes,no
young,technician,single,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,yes,no,no
young,management,married,tertiary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,no,yes,no
middle,unemployed,divorced,secondary,no,soso,yes,no,no
middle,self-employed,married,tertiary,no,soso,no,no,no
preold,management,married,primary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,no,yes,no
young,student,single,secondary,no,soso,yes,no,yes
preold,management,married,tertiary,no,soso,yes,no,no
middle,entrepreneur,married,secondary,no,soso,no,no,no
middle,retired,married,primary,no,soso,no,no,no
preold,admin.,divorced,secondary,no,soso,yes,no,yes
preold,management,divorced,tertiary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,no,yes,no
preold,retired,married,primary,no,bad,yes,no,no
young,services,married,secondary,no,bad,yes,no,no
young,technician,single,secondary,no,soso,no,no,yes
preold,management,divorced,secondary,no,soso,yes,no,no
middle,management,single,secondary,yes,bad,no,no,no
middle,services,married,unknown,no,bad,no,yes,no
preold,admin.,married,secondary,no,soso,yes,yes,no
preold,technician,divorced,secondary,no,bad,yes,yes,no
preold,blue-collar,married,unknown,no,soso,no,no,no
preold,entrepreneur,divorced,secondary,no,soso,no,no,no
preold,housemaid,married,tertiary,no,ok,yes,no,no
middle,management,single,tertiary,no,ok,no,no,no
middle,management,married,tertiary,no,soso,no,no,no
preold,services,married,secondary,no,ok,no,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,yes,no
young,technician,married,secondary,no,soso,yes,no,no
young,blue-collar,married,secondary,no,soso,yes,yes,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,admin.,divorced,secondary,no,soso,yes,no,no
preold,technician,divorced,secondary,no,bad,yes,yes,no
middle,management,married,secondary,no,soso,yes,no,no
preold,technician,divorced,tertiary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,no,no,no
young,blue-collar,married,secondary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,no,no,no
middle,services,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,yes
middle,blue-collar,divorced,primary,no,bad,yes,no,no
preold,entrepreneur,married,primary,no,ok,yes,no,no
middle,services,married,primary,no,bad,yes,no,no
preold,blue-collar,divorced,secondary,no,soso,no,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,technician,married,tertiary,no,soso,yes,no,no
preold,housemaid,divorced,primary,no,soso,yes,no,no
preold,entrepreneur,married,primary,no,soso,yes,no,no
old,technician,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,no,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,admin.,married,tertiary,no,soso,no,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,management,married,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,technician,single,secondary,no,soso,no,no,no
old,retired,divorced,secondary,no,soso,no,no,no
middle,technician,single,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,yes,no
middle,technician,married,secondary,no,soso,yes,no,no
preold,admin.,married,secondary,no,soso,yes,no,no
middle,housemaid,married,primary,no,soso,yes,no,no
preold,management,married,tertiary,no,bad,yes,yes,no
preold,entrepreneur,married,tertiary,no,soso,no,yes,no
young,entrepreneur,married,tertiary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
young,housemaid,married,primary,no,soso,yes,no,no
preold,management,single,tertiary,no,soso,yes,no,no
middle,housemaid,married,primary,no,soso,no,yes,no
preold,management,married,tertiary,no,soso,no,yes,no
preold,admin.,single,secondary,no,soso,yes,yes,no
preold,self-employed,married,tertiary,no,soso,no,yes,no
preold,technician,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,services,divorced,unknown,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,technician,divorced,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
young,technician,single,secondary,no,soso,yes,yes,no
middle,admin.,married,tertiary,no,soso,yes,no,no
middle,self-employed,married,tertiary,no,soso,yes,no,no
preold,management,married,secondary,no,soso,yes,no,no
young,services,married,secondary,no,soso,no,no,no
young,services,single,secondary,no,soso,yes,no,yes
preold,management,married,tertiary,no,soso,no,yes,no
preold,technician,divorced,secondary,no,soso,no,no,yes
preold,blue-collar,divorced,secondary,no,bad,no,no,no
middle,housemaid,married,primary,no,soso,yes,no,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,no,yes,no
middle,entrepreneur,married,secondary,no,bad,no,no,no
middle,entrepreneur,single,tertiary,no,bad,no,yes,no
preold,management,single,tertiary,no,soso,no,yes,no
middle,entrepreneur,married,tertiary,no,soso,yes,yes,no
middle,management,single,tertiary,yes,soso,no,yes,no
preold,blue-collar,married,secondary,no,soso,no,no,no
middle,services,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,entrepreneur,married,tertiary,no,soso,no,yes,no
preold,services,married,secondary,no,soso,no,no,no
preold,admin.,married,secondary,no,soso,no,yes,no
young,blue-collar,married,primary,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,yes,yes,no
preold,services,married,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,no,no,no
middle,technician,single,tertiary,no,bad,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,technician,married,secondary,no,soso,no,no,no
young,management,single,secondary,no,soso,yes,no,no
middle,entrepreneur,married,tertiary,no,soso,yes,no,no
preold,admin.,divorced,secondary,no,soso,yes,no,no
young,services,married,secondary,no,soso,yes,no,yes
young,unemployed,single,tertiary,no,soso,yes,no,yes
preold,housemaid,married,primary,no,soso,yes,no,no
preold,blue-collar,married,unknown,no,soso,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,no,yes,no
preold,management,divorced,tertiary,no,soso,no,yes,no
preold,management,married,tertiary,no,soso,no,yes,no
preold,retired,married,primary,no,soso,no,yes,no
preold,unknown,married,secondary,no,soso,no,no,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,technician,single,secondary,yes,soso,no,no,no
preold,retired,married,secondary,no,soso,no,no,yes
middle,management,divorced,tertiary,no,soso,no,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,blue-collar,single,secondary,no,soso,no,yes,no
young,housemaid,married,secondary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,no,yes,no
preold,management,divorced,tertiary,no,soso,no,yes,no
preold,self-employed,married,secondary,no,soso,no,yes,no
middle,entrepreneur,married,secondary,no,soso,yes,yes,no
young,technician,single,tertiary,no,soso,yes,no,yes
middle,services,married,secondary,no,soso,no,yes,no
preold,management,married,tertiary,no,soso,no,no,no
preold,management,married,tertiary,no,soso,no,yes,no
middle,services,divorced,secondary,no,soso,yes,yes,no
middle,entrepreneur,married,primary,no,soso,yes,no,no
middle,services,married,secondary,yes,bad,yes,yes,no
young,technician,single,tertiary,no,soso,yes,yes,yes
middle,services,single,secondary,no,soso,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
preold,management,married,unknown,no,soso,no,yes,no
preold,management,married,tertiary,no,bad,no,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,no
young,services,single,secondary,no,soso,yes,yes,no
middle,entrepreneur,married,tertiary,no,ok,yes,no,no
preold,blue-collar,single,primary,no,soso,yes,no,yes
young,technician,married,secondary,no,soso,yes,yes,no
middle,entrepreneur,married,primary,no,ok,yes,no,no
young,technician,single,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,yes,no,yes
young,blue-collar,single,secondary,no,soso,no,yes,no
middle,management,married,tertiary,no,soso,no,yes,no
middle,management,single,tertiary,no,ok,yes,no,no
middle,technician,single,secondary,no,soso,no,yes,no
young,services,married,tertiary,no,bad,yes,yes,no
young,services,married,secondary,no,bad,yes,yes,no
middle,technician,single,secondary,no,soso,yes,yes,no
middle,blue-collar,married,secondary,yes,bad,yes,no,no
middle,services,single,secondary,no,soso,yes,no,no
preold,admin.,divorced,secondary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
young,technician,single,secondary,no,soso,no,yes,yes
preold,blue-collar,married,primary,no,soso,no,yes,no
young,services,single,primary,no,soso,yes,yes,no
middle,services,married,secondary,no,soso,no,yes,yes
middle,blue-collar,single,secondary,no,soso,no,yes,yes
middle,admin.,married,secondary,no,soso,yes,no,no
young,self-employed,married,secondary,yes,soso,yes,yes,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,yes
preold,technician,married,secondary,no,soso,yes,no,no
preold,entrepreneur,married,tertiary,no,soso,no,no,no
preold,entrepreneur,married,secondary,yes,bad,no,yes,no
middle,housemaid,married,primary,yes,soso,no,no,no
young,technician,single,secondary,no,soso,yes,yes,no
young,technician,single,secondary,no,soso,no,yes,no
young,services,single,secondary,no,soso,no,no,no
preold,management,single,tertiary,no,soso,no,no,no
middle,technician,single,primary,no,soso,yes,no,no
middle,unemployed,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,unknown,no,soso,yes,no,no
middle,technician,married,secondary,no,soso,no,no,no
middle,blue-collar,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,bad,yes,no,no
middle,management,divorced,tertiary,no,soso,yes,no,yes
middle,blue-collar,single,primary,no,soso,yes,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
young,self-employed,single,tertiary,no,soso,no,yes,no
preold,management,married,tertiary,no,bad,yes,no,no
middle,admin.,single,secondary,no,bad,no,no,no
preold,management,married,tertiary,no,ok,no,yes,no
young,management,married,tertiary,no,ok,no,no,no
preold,blue-collar,married,primary,no,bad,yes,no,no
preold,admin.,divorced,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,yes,no
middle,technician,married,secondary,no,bad,yes,no,no
middle,admin.,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,no,yes,no
middle,admin.,married,secondary,no,soso,no,yes,no
young,management,single,tertiary,no,soso,yes,no,no
young,student,single,tertiary,no,soso,no,no,no
middle,management,married,tertiary,no,soso,yes,no,no
young,technician,married,tertiary,no,soso,yes,no,no
preold,retired,married,unknown,no,soso,no,yes,no
middle,management,single,tertiary,no,soso,yes,yes,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,technician,divorced,secondary,no,bad,yes,yes,no
middle,management,single,tertiary,no,soso,yes,no,no
middle,entrepreneur,married,secondary,no,soso,yes,no,no
young,blue-collar,married,secondary,no,soso,yes,no,no
middle,management,married,primary,no,soso,no,yes,no
middle,services,single,tertiary,no,ok,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
middle,services,married,secondary,no,soso,no,no,no
preold,management,married,tertiary,no,soso,yes,no,no
preold,blue-collar,married,secondary,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,no,no,no
preold,blue-collar,married,primary,no,soso,no,no,no
middle,blue-collar,married,secondary,no,soso,no,no,no
young,blue-collar,married,secondary,no,soso,yes,no,no
preold,admin.,married,unknown,no,soso,yes,no,no
middle,admin.,single,secondary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,no,yes,no
preold,retired,married,primary,no,soso,no,no,yes
middle,technician,single,secondary,no,soso,no,yes,no
middle,entrepreneur,married,secondary,no,soso,yes,no,no
preold,services,married,secondary,no,soso,no,no,no
middle,blue-collar,divorced,primary,no,soso,no,no,no
preold,retired,married,primary,no,bad,no,yes,no
young,blue-collar,married,primary,no,soso,no,yes,no
preold,self-employed,divorced,tertiary,no,soso,no,yes,no
preold,services,married,secondary,no,soso,yes,no,no
preold,housemaid,married,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,yes,no,no
middle,housemaid,married,tertiary,no,soso,yes,yes,no
preold,retired,married,secondary,no,ok,no,yes,no
preold,retired,married,secondary,no,soso,no,no,no
middle,technician,divorced,secondary,no,soso,no,no,no
middle,self-employed,married,tertiary,no,soso,yes,no,no
middle,blue-collar,divorced,primary,no,bad,no,yes,no
preold,management,divorced,tertiary,no,soso,no,yes,no
young,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,single,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,yes,no,no
preold,services,divorced,secondary,no,bad,no,yes,no
middle,housemaid,married,secondary,no,soso,yes,no,no
preold,technician,married,secondary,no,bad,yes,no,no
middle,blue-collar,married,secondary,no,soso,yes,no,no
preold,management,married,primary,no,soso,yes,no,no
middle,self-employed,single,secondary,no,soso,no,no,no
middle,technician,married,tertiary,no,soso,yes,no,no
middle,blue-collar,married,secondary,no,soso,no,no,no
young,services,single,secondary,no,soso,no,no,no
middle,entrepreneur,married,secondary,no,soso,yes,yes,no
middle,management,divorced,tertiary,no,soso,no,no,no
middle,services,married,secondary,yes,bad,yes,no,no
preold,management,married,unknown,no,soso,yes,no,no
middle,services,divorced,secondary,no,soso,no,no,no
middle,admin.,married,secondary,no,soso,no,no,no
middle,housemaid,married,secondary,no,soso,no,no,yes
young,admin.,single,secondary,no,soso,no,yes,no
preold,admin.,married,secondary,no,soso,yes,no,no
middle,admin.,married,secondary,no,soso,yes,no,no
middle,technician,divorced,tertiary,no,soso,yes,no,no
preold,management,married,tertiary,no,soso,yes,no,no
middle,management,married,tertiary,no,soso,no,no,no
middle,technician,single,secondary,no,soso,no,yes,no
young,technician,single,secondary,no,soso,yes,no,no
preold,housemaid,married,primary,no,soso,no,no,no
preold,housemaid,married,secondary,no,soso,yes,yes,no
preold,retired,married,secondary,no,ok,yes,no,no
preold,management,married,tertiary,no,soso,no,no,no
middle,management,divorced,tertiary,no,soso,yes,no,no
preold,blue-collar,married,primary,no,soso,no,no,no
middle,blue-collar,married,secondary,no,soso,yes,yes,no
middle,technician,married,secondary,no,bad,yes,no,no
preold,housemaid,married,secondary,no,soso,yes,no,no
preold,management,married,secondary,no,soso,no,no,no
middle,housemaid,married,secondary,no,soso,yes,no,no
middle,management,married,secondary,no,soso,yes,no,no
preold,services,married,primary,no,soso,no,no,no
middle,services,married,secondary,no,soso,yes,no,no
middle,unemployed,married,tertiary,no,soso,no,no,no
middle,blue-collar,single,secondary,no,soso,no,no,no
middle,blue-collar,single,secondary,yes,bad,yes,no,no
middle,services,divorced,secondary,no,bad,no,no,no
middle,blue-collar,single,secondary,no,soso,no,no,no
middle,admin.,single,secondary,no,bad,yes,yes,no
preold,management,married,tertiary,no,soso,yes,no,no
young,management,single,tertiary,no,soso,yes,yes,no
middle,management,married,tertiary,no,soso,yes,no,no
middle,technician,single,tertiary,no,soso,yes,no,yes
young,services,single,secondary,no,soso,no,no,no
preold,housemaid,married,secondary,no,soso,no,no,no
preold,unemployed,married,primary,no,soso,yes,no,yes
young,services,single,secondary,no,bad,no,no,no
preold,management,divorced,secondary,no,soso,no,yes,no
young,technician,single,secondary,no,soso,no,yes,no
preold,technician,married,secondary,no,soso,yes,no,no
young,services,single,secondary,no,soso,no,yes,no
middle,technician,single,unknown,no,soso,no,yes,no
middle,technician,single,secondary,no,soso,yes,no,no
young,entrepreneur,single,secondary,no,soso,yes,no,no
middle,blue-collar,married,primary,no,soso,no,no,no
young,entrepreneur,married,tertiary,yes,soso,no,yes,no
middle,blue-collar,married,secondary,no,soso,no,yes,no
preold,housemaid,married,primary,no,soso,no,yes,no
young,services,married,secondary,no,soso,no,yes,no
middle,management,married,tertiary,no,bad,no,yes,no
middle,management,married,tertiary,no,soso,yes,yes,no
